Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI,HDI_Category
Bangladesh,2011,69.0,11.4,8.5,10170.4,0.681,1
Bangladesh,2012,69.3,11.5,8.5,10418.2,0.685,1
Bangladesh,2013,69.4,11.4,8.5,10657.9,0.687,1
Bangladesh,2014,69.9,11.6,8.7,10939.6,0.693,1
Bangladesh,2015,70.1,11.6,8.7,11191.2,0.695,1
Bangladesh,2016,70.5,11.7,8.7,11479.1,0.7,2
Bangladesh,2017,70.7,11.8,8.8,11755.8,0.704,2
Bangladesh,2018,71.2,11.9,8.9,12058.6,0.709,2
Bangladesh,2019,71.3,11.8,8.9,12333.1,0.71,2
Bangladesh,2020,71.6,11.9,8.9,12634.2,0.714,2
Bangladesh,2021,71.9,12.0,9.0,12947.2,0.718,2
Bangladesh,2022,72.2,12.0,9.0,13261.7,0.722,2
Nepal,2003,65.5,11.3,6.4,6403.6,0.614,1
Nepal,2004,65.6,11.5,6.5,6623.2,0.62,1
Nepal,2005,65.7,11.6,6.6,6845.4,0.625,1
Nepal,2006,65.8,11.7,6.7,7068.1,0.629,1
Nepal,2007,65.9,11.9,6.9,7310.5,0.635,1
Nepal,2008,65.9,12.0,6.9,7541.9,0.638,1
Nepal,2009,66.1,12.1,7.1,7802.7,0.644,1
Nepal,2010,66.1,12.3,7.2,8761.099999999999,0.648,1
Nepal,2011,66.2,12.4,7.3,8327.3,0.653,1
Nepal,2012,66.4,12.6,7.4,8614.9,0.659,1
Nepal,2013,66.5,12.7,7.5,8907.3,0.664,1
Nepal,2014,66.7,12.9,7.7,9214.4,0.67,1
Nepal,2015,66.8,13.0,7.7,9514.5,0.674,1
Nepal,2016,66.9,13.2,7.9,8761.099999999999,0.68,1
Nepal,2017,67.0,13.3,8.0,10167.9,0.685,1
Nepal,2018,67.3,13.5,8.1,10529.5,0.692,1
Nepal,2019,67.0,13.4,8.1,10837.2,0.691,1
Nepal,2020,67.2,13.6,8.3,11212.9,0.697,1
Nepal,2021,67.5,13.9,8.4,11611.3,0.705,2
Nepal,2022,67.5,13.9,8.5,11982.4,0.708,2
Pakistan,2003,67.8,12.2,6.8,8857.5,0.656,1
Pakistan,2004,69.9,12.2,6.9,9113.3,0.659,1
Pakistan,2005,68.2,12.4,7.0,9407.9,0.665,1
Pakistan,2006,68.4,12.5,7.1,9691.6,0.67,1
Pakistan,2007,68.9,12.8,7.3,10020.4,0.679,1
Pakistan,2008,68.9,12.8,7.3,10304.7,0.68,1
Pakistan,2009,69.1,12.9,7.4,10624.9,0.686,1
Pakistan,2010,69.4,13.0,7.5,10956.2,0.691,1
Pakistan,2011,69.6,13.1,7.6,11288.2,0.696,1
Pakistan,2012,69.9,13.3,7.7,11652.2,0.703,2
Pakistan,2013,69.9,13.3,7.8,11987.2,0.705,2
Pakistan,2014,70.2,13.5,7.9,12364.6,0.711,2
Pakistan,2015,70.4,13.6,8.0,12735.8,0.714,2
Pakistan,2016,70.5,13.7,8.0,13122.3,0.719,2
Pakistan,2017,70.8,13.8,8.2,13533.7,0.725,2
Pakistan,2018,71.1,14.0,8.3,13956.2,0.73,2
Pakistan,2019,71.3,14.1,8.4,14381.9,0.735,2
Pakistan,2020,71.5,14.2,8.4,14822.1,0.739,2
Pakistan,2021,71.6,14.3,8.5,15271.5,0.743,2
Pakistan,2022,72.0,13.3,8.7,15755.2,0.75,2
Cambodia,2003,68.0,10.4,6.1,8143.4,0.623,1
Cambodia,2004,67.9,10.4,6.2,8249.9,0.624,1
Cambodia,2005,68.1,10.5,6.2,8385.5,0.628,1
Cambodia,2006,68.5,10.7,6.4,8534.8,0.634,1
Cambodia,2007,68.3,10.6,6.4,8640.1,0.634,1
Cambodia,2008,68.4,10.7,6.4,8765.2,0.636,1
Cambodia,2009,68.4,10.7,6.4,8892.0,0.637,1
Cambodia,2010,68.6,10.8,6.5,9032.5,0.641,1
Cambodia,2011,68.6,10.9,6.6,9162.4,0.643,1
Cambodia,2012,68.8,11.0,6.6,9452.0,0.647,1
Cambodia,2013,68.9,11.1,6.7,9452.0,0.65,1
Cambodia,2014,68.8,11.0,6.7,9572.4,0.649,1
Cambodia,2015,69.1,11.2,6.8,9739.1,0.655,1
Cambodia,2016,69.3,11.3,6.9,9897.5,0.659,1
Cambodia,2017,69.3,11.3,6.9,10032.4,0.66,1
Cambodia,2018,69.3,11.4,7.0,10181.8,0.663,1
Cambodia,2019,69.4,11.4,7.0,10328.8,0.664,1
Cambodia,2020,69.4,11.5,7.1,10480.5,0.666,1
Cambodia,2021,69.8,11.7,7.2,10666.3,0.673,1
Cambodia,2022,69.8,11.7,7.2,10817.6,0.674,1
Myanmar,2003,68.7,11.3,6.4,10585.5,0.653,1
Myanmar,2004,69.0,11.4,6.5,11003.5,0.658,1
Myanmar,2005,69.4,11.5,6.5,11445.9,0.664,1
Myanmar,2006,69.6,11.5,6.6,11883.1,0.667,1
Myanmar,2007,71.3,11.5,6.6,12333.0,0.669,1
Myanmar,2008,69.9,11.5,6.6,12806.4,0.673,1
Myanmar,2009,70.1,11.5,6.6,13292.0,0.675,1
Myanmar,2010,70.5,11.6,6.7,13823.9,0.681,1
Myanmar,2011,70.8,11.7,6.7,14366.7,0.686,1
Myanmar,2012,71.0,11.7,6.8,14917.5,0.689,1
Myanmar,2013,71.3,11.8,6.8,15506.4,0.694,1
Myanmar,2014,71.6,11.9,6.9,16111.4,0.699,1
Myanmar,2015,71.9,11.9,6.9,16734.7,0.702,2
Myanmar,2016,72.1,11.9,6.9,17381.1,0.706,2
Myanmar,2017,72.4,12.0,7.0,18065.3,0.711,2
Myanmar,2018,72.7,12.1,7.0,18770.3,0.715,2
Myanmar,2019,72.8,12.1,7.0,19484.5,0.717,2
Myanmar,2020,73.3,12.2,7.1,20267.4,0.725,2
Myanmar,2021,73.5,12.2,7.1,21039.7,0.727,2
Myanmar,2022,73.7,12.3,7.2,21858.9,0.731,2
Angola,2003,58.0,9.7,4.6,3134.3,0.505,0
Angola,2004,58.0,11.05,4.7,4344.6,0.509,0
Angola,2005,58.1,9.9,4.8,3327.6,0.513,0
Angola,2006,58.3,10.1,5.0,3448.9,0.52,0
Angola,2007,58.8,10.4,5.8,3596.5,0.53,0
Angola,2008,58.6,10.4,5.2,3683.0,0.53,0
Angola,2009,58.5,10.4,5.3,3790.3,0.533,0
Angola,2010,58.9,10.7,5.4,3943.3,0.542,0
Angola,2011,59.1,10.9,5.6,4074.8,0.547,0
Angola,2012,59.2,11.0,5.7,4213.7,0.553,1
Angola,2013,59.3,11.1,5.8,4344.6,0.557,1
Angola,2014,59.4,11.3,5.9,4492.0,0.562,1
Angola,2015,59.7,11.5,6.0,4650.4,0.569,1
Angola,2016,59.5,11.5,6.1,4777.8,0.57,1
Angola,2017,59.6,11.6,6.2,4934.2,0.575,1
Angola,2018,59.7,11.05,6.3,5096.4,0.58,1
Angola,2019,60.0,11.9,6.4,5273.7,0.586,1
Angola,2020,60.3,12.2,6.6,5465.3,0.593,1
Angola,2021,60.3,12.2,6.7,5636.7,0.597,1
Angola,2022,60.4,12.4,6.8,5822.7,0.602,1
Benin,2003,60.5,9.8,4.0,1535.0,0.471,0
Benin,2004,60.7,10.8,4.85,1581.0,0.476,0
Benin,2005,60.7,9.9,4.2,1605.3,0.477,0
Benin,2006,60.9,10.0,4.3,1659.8,0.482,0
Benin,2007,61.0,10.1,4.3,1702.1,0.486,0
Benin,2008,61.3,10.2,4.4,1761.6,0.492,0
Benin,2009,61.4,10.4,4.5,1812.8,0.497,0
Benin,2010,61.7,10.5,4.6,1877.3,0.503,0
Benin,2011,62.0,10.7,4.7,1937.9,0.508,0
Benin,2012,62.1,10.8,4.8,1995.6,0.513,0
Benin,2013,62.1,10.8,4.9,2034.6,0.515,0
Benin,2014,62.3,10.9,5.0,2098.5,0.52,0
Benin,2015,62.4,10.9,5.0,2145.8,0.522,0
Benin,2016,62.6,11.1,5.1,2218.5,0.528,0
Benin,2017,63.0,11.3,5.3,2302.0,0.535,0
Benin,2018,63.2,11.4,4.85,2376.3,0.541,0
Benin,2019,63.1,11.4,5.4,2417.5,0.541,0
Benin,2020,63.3,11.6,5.5,2495.7,0.547,0
Benin,2021,63.6,11.7,5.6,2575.3,0.552,1
Benin,2022,63.8,11.8,5.7,2654.5,0.557,1
Burundi,2003,58.5,6.9,4.2,668.9,0.383,0
Burundi,2004,58.8,7.1,4.3,695.0,0.39,0
Burundi,2005,59.0,7.1,4.3,897.2,0.391,0
Burundi,2006,59.4,7.2,4.4,734.2,0.399,0
Burundi,2007,59.7,7.800000000000001,4.5,757.3,0.404,0
Burundi,2008,60.1,7.4,4.6,781.4,0.409,0
Burundi,2009,60.4,7.5,4.6,803.1,0.414,0
Burundi,2010,60.7,7.7,4.7,831.8,0.42,0
Burundi,2011,60.8,7.6,4.7,830.1,0.42,0
Burundi,2012,61.1,7.7,4.8,854.0,0.425,0
Burundi,2013,61.6,7.9,4.9,898.2,0.433,0
Burundi,2014,61.6,7.800000000000001,4.9,897.2,0.433,0
Burundi,2015,62.1,8.1,5.1,944.8,0.442,0
Burundi,2016,62.3,8.1,5.1,957.2,0.444,0
Burundi,2017,62.8,8.3,5.2,1011.5,0.454,0
Burundi,2018,63.0,8.3,5.3,1025.8,0.456,0
Burundi,2019,63.2,8.4,5.3,1049.4,0.459,0
Burundi,2020,63.7,8.6,5.4,1092.9,0.467,0
Burundi,2021,63.7,8.5,5.4,1099.9,0.467,0
Burundi,2022,64.0,8.6,5.5,1132.5,0.472,0
Chad,2003,53.0,6.6,3.7,1373.0,0.395,0
Chad,2004,53.4,6.8,3.8,1440.3,0.402,0
Chad,2005,53.8,7.0,3.9,1515.0,0.41,0
Chad,2006,53.7,6.9,3.9,1543.5,0.41,0
Chad,2007,53.7,6.9,3.9,1588.2,0.412,0
Chad,2008,54.2,7.1,4.0,1673.9,0.42,0
Chad,2009,54.5,7.3,4.1,1753.4,0.427,0
Chad,2010,54.8,7.4,4.3,1830.2,0.433,0
Chad,2011,54.7,7.3,4.2,1869.2,0.433,0
Chad,2012,55.1,7.5,4.3,1960.2,0.44,0
Chad,2013,55.2,7.5,4.4,2027.1,0.444,0
Chad,2014,55.5,7.45,4.4,2110.3,0.449,0
Chad,2015,55.9,7.9,4.6,2220.5,0.458,0
Chad,2016,55.7,7.7,4.5,2264.9,0.456,0
Chad,2017,56.1,7.9,4.7,2371.8,0.464,0
Chad,2018,56.4,8.0,4.7,2466.7,0.469,0
Chad,2020,56.7,8.1,4.9,2659.6,0.477,0
Chad,2021,57.0,8.2,4.3,2765.8,0.482,0
Chad,2022,57.1,8.3,5.0,2867.0,0.486,0
Eritrea,2003,52.4,9.3,3.5,3143.4,0.459,0
Eritrea,2004,52.5,9.4,3.6,3268.8,0.464,0
Eritrea,2005,52.7,9.5,3.6,3393.5,0.468,0
Eritrea,2006,52.9,9.6,3.7,3532.3,0.474,0
Eritrea,2007,52.7,9.6,3.7,3643.3,0.475,0
Eritrea,2008,52.9,9.7,3.8,3790.5,0.48,0
Eritrea,2009,53.2,9.9,3.9,3952.0,0.487,0
Eritrea,2010,53.2,9.9,4.0,4090.7,0.489,0
Eritrea,2011,53.4,10.1,4.1,4258.5,0.495,0
Eritrea,2012,53.3,10.3,4.1,4396.2,0.495,0
Eritrea,2013,53.9,10.4,4.3,4618.2,0.507,0
Eritrea,2014,53.8,10.3,4.3,4765.5,0.507,0
Eritrea,2015,54.0,10.5,4.4,4964.2,0.514,0
Eritrea,2016,54.0,10.5,4.5,5140.1,0.516,0
Eritrea,2017,54.2,10.6,4.6,5346.2,0.521,0
Eritrea,2018,54.5,10.8,4.7,5563.1,0.527,0
Eritrea,2019,54.6,10.9,4.7,5774.0,0.531,0
Eritrea,2020,54.6,10.9,4.8,5982.8,0.533,0
Eritrea,2021,54.7,11.0,4.8,6214.5,0.538,0
Eritrea,2022,54.9,11.2,5.0,6465.8,0.544,0
Ethiopia,2003,56.5,8.7,5.7,647.7,0.409,0
Ethiopia,2004,56.9,8.8,5.9,677.2,0.416,0
Ethiopia,2005,57.0,8.9,5.9,681.5,0.418,0
Ethiopia,2006,57.2,9.0,6.0,696.0,0.423,0
Ethiopia,2007,57.5,9.2,6.7,722.7,0.429,0
Ethiopia,2008,57.9,9.3,6.3,757.2,0.437,0
Ethiopia,2009,58.1,9.5,6.4,778.2,0.442,0
Ethiopia,2010,58.3,9.6,6.4,794.5,0.446,0
Ethiopia,2011,58.6,9.7,6.5,817.9,0.451,0
Ethiopia,2012,58.8,9.8,6.6,837.6,0.456,0
Ethiopia,2013,58.9,9.9,6.7,848.5,0.458,0
Ethiopia,2014,59.3,10.1,6.8,882.2,0.465,0
Ethiopia,2015,59.5,10.2,6.9,909.5,0.471,0
Ethiopia,2016,59.8,10.3,7.0,933.3,0.476,0
Ethiopia,2017,60.1,10.5,7.1,962.6,0.481,0
Ethiopia,2018,60.2,10.6,7.2,983.4,0.485,0
Ethiopia,2019,60.5,10.7,7.3,1006.1,0.489,0
Ethiopia,2020,60.8,10.8,7.4,1040.3,0.496,0
Ethiopia,2021,60.9,10.9,7.5,1057.0,0.498,0
Ethiopia,2022,61.0,11.0,7.6,1076.9,0.502,0
Gambia,2003,51.9,7.9,3.9,791.7,0.377,0
Gambia,2004,52.0,8.1,4.0,816.3,0.383,0
Gambia,2005,52.1,8.2,4.1,824.8,0.385,0
Gambia,2006,52.2,8.3,5.0,846.9,0.39,0
Gambia,2007,52.5,8.5,4.4,883.8,0.398,0
Gambia,2008,53.0,8.6,4.4,889.9,0.4,0
Gambia,2009,52.6,8.7,4.5,909.2,0.404,0
Gambia,2010,52.7,8.8,4.7,933.4,0.408,0
Gambia,2011,52.8,9.0,4.8,953.1,0.412,0
Gambia,2012,52.9,9.1,5.0,970.2,0.416,0
Gambia,2013,53.0,9.2,4.9,990.5,0.419,0
Gambia,2014,53.1,9.3,5.1,1016.6,0.424,0
Gambia,2015,53.4,9.5,5.2,1057.3,0.431,0
Gambia,2016,53.4,9.6,5.3,1067.1,0.433,0
Gambia,2017,53.5,9.8,5.4,1097.3,0.438,0
Gambia,2018,53.8,9.9,5.5,1132.0,0.444,0
Gambia,2019,53.8,10.0,5.6,970.2,0.446,0
Gambia,2020,54.0,10.2,5.7,1185.3,0.452,0
Gambia,2021,53.9,10.2,5.8,1191.5,0.453,0
Gambia,2022,54.2,10.4,5.9,1234.2,0.459,0
Guinea,2003,57.7,9.8,4.5,1607.5,0.469,0
Guinea,2004,58.2,10.1,4.7,1690.6,0.479,0
Guinea,2005,58.5,10.3,4.9,1759.4,0.486,0
Guinea,2006,58.5,10.4,5.0,1808.1,0.49,0
Guinea,2007,58.6,10.5,5.1,1853.9,0.494,0
Guinea,2008,58.6,10.6,5.2,1904.6,0.498,0
Guinea,2009,58.9,10.8,5.3,1977.2,0.505,0
Guinea,2010,58.8,10.8,5.4,2020.8,0.507,0
Guinea,2011,59.1,11.1,5.5,2098.6,0.514,0
Guinea,2012,59.2,11.2,5.6,2164.3,0.519,0
Guinea,2013,59.4,11.4,5.7,2237.2,0.525,0
Guinea,2014,59.7,11.6,5.9,2323.6,0.532,0
Guinea,2015,59.6,11.6,6.0,2371.6,0.533,0
Guinea,2016,59.6,11.7,6.0,2436.4,0.537,0
Guinea,2017,59.8,11.9,6.2,2517.4,0.542,0
Guinea,2018,59.7,11.9,6.2,2578.5,0.545,0
Guinea,2019,60.0,12.1,6.4,2670.2,0.551,1
Guinea,2020,60.1,12.3,6.5,2756.6,0.556,1
Guinea,2021,60.2,12.4,6.6,2841.6,0.561,1
Guinea,2022,60.4,12.6,6.7,2937.2,0.567,1
Haiti,2003,59.1,7.6,2.5,2073.7,0.432,0
Haiti,2004,59.5,7.8,2.6,2127.2,0.44,0
Haiti,2005,59.5,7.8,2.7,2147.4,0.442,0
Haiti,2006,60.8,7.9,2.8,2177.2,0.446,0
Haiti,2007,59.9,8.1,2.9,2365.8,0.453,0
Haiti,2008,60.0,8.2,3.0,2251.3,0.455,0
Haiti,2009,60.3,8.4,3.1,2302.9,0.462,0
Haiti,2010,60.3,8.4,3.2,2323.1,0.464,0
Haiti,2011,60.5,8.6,3.3,2365.8,0.469,0
Haiti,2012,60.7,8.7,3.4,2365.8,0.475,0
Haiti,2013,60.8,8.8,3.5,2442.3,0.478,0
Haiti,2014,61.0,9.0,3.6,2491.7,0.483,0
Haiti,2015,61.1,9.1,3.7,2523.6,0.486,0
Haiti,2016,61.5,9.3,3.8,2584.9,0.494,0
Haiti,2017,61.6,9.4,3.9,2622.3,0.498,0
Haiti,2018,61.4,9.4,3.9,2635.5,0.497,0
Haiti,2019,61.8,9.6,4.1,2696.8,0.504,0
Haiti,2020,61.8,9.6,4.1,2365.8,0.506,0
Haiti,2021,62.0,9.8,4.2,2365.8,0.512,0
Haiti,2022,62.2,9.9,4.3,2365.8,0.516,0
Lesotho,2003,59.4,9.8,5.0,1463.0,0.475,0
Lesotho,2004,59.6,9.9,5.0,1485.7,0.479,0
Lesotho,2005,59.9,10.1,5.1,1516.5,0.484,0
Lesotho,2006,60.2,10.2,5.2,1549.2,0.49,0
Lesotho,2007,60.3,10.2,5.3,1556.0,0.491,0
Lesotho,2008,60.4,10.3,5.4,1575.1,0.494,0
Lesotho,2009,60.9,10.5,5.5,1620.8,0.501,0
Lesotho,2010,61.0,10.6,5.6,1642.8,0.504,0
Lesotho,2011,61.4,10.7,5.7,1679.1,0.509,0
Lesotho,2012,61.7,10.9,5.9,1712.4,0.514,0
Lesotho,2013,61.9,10.9,5.9,1739.5,0.518,0
Lesotho,2014,62.3,11.2,6.0,1789.3,0.525,0
Lesotho,2015,62.5,11.2,6.1,1809.4,0.528,0
Lesotho,2016,62.7,11.3,6.2,1841.0,0.532,0
Lesotho,2017,61.7,11.5,6.3,1876.6,0.537,0
Lesotho,2018,63.1,11.5,6.3,1892.0,0.538,0
Lesotho,2019,63.6,11.7,6.4,1947.3,0.546,0
Lesotho,2020,63.7,11.8,6.5,1970.3,0.548,0
Lesotho,2021,64.1,11.9,6.6,2012.5,0.554,1
Lesotho,2022,64.1,11.9,6.7,2030.5,0.555,1
Madagascar,2003,57.8,7.6,3.0,2505.2,0.445,0
Madagascar,2004,57.8,7.6,3.1,2565.5,0.447,0
Madagascar,2005,58.0,7.8,3.2,2661.1,0.453,0
Madagascar,2007,58.2,7.9,3.3,2831.4,0.462,0
Madagascar,2008,58.4,8.0,3.4,2921.1,0.466,0
Madagascar,2009,58.5,8.1,3.5,3016.0,0.471,0
Madagascar,2010,58.8,8.3,3.6,3503.8999999999996,0.479,0
Madagascar,2011,59.2,8.4,3.7,3224.6,0.481,0
Madagascar,2012,59.0,8.5,3.8,3336.9,0.487,0
Madagascar,2013,59.3,8.7,3.9,3458.1,0.493,0
Madagascar,2014,59.2,8.7,3.9,3549.7,0.494,0
Madagascar,2015,59.7,8.9,4.1,3703.6,0.504,0
Madagascar,2016,59.6,8.9,4.1,3795.4,0.505,0
Madagascar,2017,59.2,9.1,4.3,3946.5,0.513,0
Madagascar,2018,60.1,9.3,4.4,4079.5,0.518,0
Madagascar,2019,60.3,9.4,3.8499999999999996,4221.3,0.524,0
Madagascar,2020,60.5,9.5,4.5,4356.6,0.528,0
Madagascar,2021,60.8,9.7,4.7,4523.0,0.536,0
Madagascar,2022,60.8,9.7,4.7,4655.6,0.538,0
Malawi,2003,54.5,9.2,5.2,2118.5,0.472,0
Malawi,2004,54.6,9.3,5.3,2200.9,0.476,0
Malawi,2005,54.6,9.3,5.6,2277.9,0.478,0
Malawi,2006,54.7,9.3,5.3,2365.6,0.481,0
Malawi,2007,54.9,9.4,5.4,2465.8,0.486,0
Malawi,2008,55.2,9.5,5.5,2577.4,0.492,0
Malawi,2009,55.1,9.5,5.4,2650.4,0.491,0
Malawi,2010,55.2,9.5,5.5,2753.1,0.494,0
Malawi,2011,55.4,9.6,5.5,2878.4,0.5,0
Malawi,2012,55.6,9.7,5.6,2990.6,0.504,0
Malawi,2013,55.7,9.7,5.6,3109.7,0.507,0
Malawi,2014,55.8,9.8,5.7,3232.8,0.511,0
Malawi,2015,55.9,9.8,5.7,3355.4,0.514,0
Malawi,2016,56.2,10.0,5.8,3504.9,0.52,0
Malawi,2017,56.0,9.9,5.7,3611.5,0.519,0
Malawi,2018,56.2,9.9,5.8,3762.1,0.523,0
Malawi,2019,56.4,10.0,5.9,3917.9,0.528,0
Malawi,2020,56.4,10.0,5.9,4056.9,0.529,0
Malawi,2021,56.7,10.1,5.9,4232.1,0.535,0
Malawi,2022,57.0,10.3,6.0,4417.3,0.541,0
Mali,2003,51.6,9.8,5.8,2875.0,0.486,0
Mali,2004,51.8,10.0,5.9,2985.0,0.492,0
Mali,2005,52.0,10.1,6.0,3103.9,0.497,0
Mali,2006,52.2,10.3,6.1,3228.3,0.503,0
Mali,2007,52.5,10.5,6.3,3366.3,0.51,0
Mali,2008,52.6,10.5,6.4,3486.8,0.514,0
Mali,2009,52.9,10.7,6.5,3639.8,0.522,0
Mali,2010,53.2,10.9,6.7,3794.6,0.529,0
Mali,2011,53.3,11.0,6.7,3934.1,0.533,0
Mali,2012,53.5,11.2,6.8,4083.6,0.537,0
Mali,2013,53.5,11.3,6.9,4236.9,0.542,0
Mali,2014,54.1,11.5,7.1,4434.7,0.551,1
Mali,2015,54.0,11.5,7.2,4583.0,0.553,1
Mali,2016,54.4,11.8,7.3,4786.0,0.562,1
Mali,2017,54.6,11.9,7.5,4974.0,0.567,1
Mali,2018,54.7,11.2,7.5,5162.9,0.571,1
Mali,2019,55.0,12.2,7.7,5368.1,0.577,1
Mali,2020,55.0,12.2,7.7,5566.0,0.58,1
Mali,2021,55.4,12.5,7.9,5809.8,0.589,1
Mali,2022,55.7,12.7,8.0,6043.7,0.595,1
Mozambique,2003,51.5,6.9,2.5,2413.6,0.401,0
Mozambique,2004,51.8,7.2,2.6,2495.2,0.409,0
Mozambique,2005,52.1,7.4,2.8,2578.9,0.417,0
Mozambique,2006,52.1,7.5,2.9,2625.7,0.419,0
Mozambique,2007,52.2,7.6,3.0,2692.5,0.424,0
Mozambique,2008,52.3,7.7,3.1,2761.4,0.429,0
Mozambique,2009,52.4,7.9,3.2,2835.6,0.435,0
Mozambique,2010,52.7,8.1,3.4,2925.4,0.443,0
Mozambique,2011,52.5,8.1,3.4,2965.9,0.442,0
Mozambique,2012,53.0,8.4,3.6,3081.6,0.453,0
Mozambique,2013,52.8,8.4,3.7,3132.3,0.454,0
Mozambique,2014,53.1,8.6,3.8,3226.3,0.46,0
Mozambique,2015,53.2,8.4,3.9,3309.2,0.465,0
Mozambique,2016,53.4,8.9,4.1,3406.2,0.472,0
Mozambique,2017,53.3,9.0,4.1,3473.4,0.474,0
Mozambique,2018,53.6,9.2,4.3,3585.4,0.482,0
Mozambique,2019,53.9,9.4,4.4,3694.8,0.489,0
Mozambique,2020,53.7,9.4,4.5,3757.2,0.489,0
Mozambique,2021,54.0,9.6,3.6,3871.5,0.496,0
Mozambique,2022,54.0,9.8,4.7,3964.3,0.5,0
Niger,2003,61.8,7.2,5.3,3232.1,0.502,0
Niger,2004,62.0,7.2,5.3,3345.2,0.506,0
Niger,2005,62.3,7.3,5.4,3477.6,0.512,0
Niger,2006,62.8,7.5,5.5,3630.1,0.52,0
Niger,2007,63.1,7.6,5.6,3775.5,0.526,0
Niger,2009,63.6,7.8,5.8,4059.9,0.535,0
Niger,2010,63.7,7.8,5.8,4202.1,0.538,0
Niger,2011,64.1,8.0,5.9,4376.7,0.546,0
Niger,2012,64.6,8.2,6.0,4561.3,0.553,1
Niger,2013,64.8,8.2,6.1,4727.3,0.557,1
Niger,2014,65.0,8.3,6.05,4901.2,0.562,1
Niger,2015,65.4,8.4,6.3,5098.8,0.568,1
Niger,2016,65.5,8.4,6.3,5276.4,0.571,1
Niger,2017,65.8,8.6,6.4,5486.2,0.577,1
Niger,2018,66.1,8.6,6.5,5694.4,0.582,1
Niger,2019,66.5,8.8,6.6,5930.1,0.59,1
Niger,2020,66.8,8.9,6.7,6161.2,0.596,1
Niger,2021,67.0,9.0,6.7,6390.0,0.6,1
Niger,2022,67.3,9.1,6.8,6629.5,0.604,1
Rwanda,2003,51.3,8.2,4.8,937.2,0.398,0
Rwanda,2004,51.6,8.4,5.0,977.8,0.406,0
Rwanda,2005,51.8,8.5,5.1,1000.3,0.411,0
Rwanda,2006,51.8,8.6,5.1,1002.0,0.412,0
Rwanda,2007,51.9,8.7,5.2,1011.7,0.414,0
Rwanda,2008,52.3,8.9,5.4,1063.3,0.424,0
Rwanda,2009,52.3,9.0,5.5,1069.8,0.426,0
Rwanda,2010,52.7,9.2,5.6,1108.5,0.433,0
Rwanda,2011,52.6,9.2,5.7,1105.4,0.433,0
Rwanda,2012,53.0,9.5,5.9,1159.0,0.442,0
Rwanda,2013,53.0,9.5,5.9,1163.5,0.443,0
Rwanda,2014,53.4,9.8,6.1,1209.1,0.451,0
Rwanda,2015,53.5,9.9,6.2,1228.6,0.454,0
Rwanda,2016,53.6,10.0,6.3,1246.2,0.457,0
Rwanda,2017,53.8,10.2,6.4,1279.6,0.463,0
Rwanda,2018,54.1,10.3,6.5,1319.0,0.469,0
Rwanda,2019,54.2,10.5,6.6,1342.4,0.473,0
Rwanda,2020,54.4,10.6,6.8,1377.0,0.478,0
Rwanda,2021,54.8,10.8,6.9,1421.4,0.485,0
Rwanda,2022,54.6,10.8,6.9,1417.1,0.484,0
Senegal,2003,56.8,9.2,3.5,1638.0,0.447,0
Senegal,2004,56.9,9.3,3.6,1680.4,0.45,0
Senegal,2005,57.2,9.4,3.7,1743.8,0.457,0
Senegal,2006,57.2,9.4,3.7,1778.0,0.458,0
Senegal,2007,57.9,9.7,3.9,1884.5,0.47,0
Senegal,2008,58.0,9.8,4.0,1937.4,0.473,0
Senegal,2009,58.4,10.0,4.1,2018.0,0.481,0
Senegal,2010,58.6,10.1,4.2,2088.8,0.486,0
Senegal,2011,59.0,10.3,4.4,2173.8,0.493,0
Senegal,2012,59.3,10.4,4.5,2263.3,0.501,0
Senegal,2013,59.6,10.4,4.6,2343.3,0.506,0
Senegal,2014,59.9,10.7,4.7,2437.8,0.513,0
Senegal,2015,60.3,10.9,4.9,2534.2,0.52,0
Senegal,2016,60.4,10.9,4.9,2612.0,0.524,0
Senegal,2017,60.7,11.1,5.0,2708.6,0.529,0
Senegal,2018,61.1,11.3,5.2,2824.3,0.538,0
Senegal,2019,61.4,11.4,5.3,2930.3,0.544,0
Senegal,2020,61.7,11.6,5.4,3036.4,0.549,0
Senegal,2021,59.3,11.6,5.5,3132.6,0.553,1
Senegal,2022,62.2,11.8,5.6,3263.7,0.561,1
Sierra Leone,2003,60.6,8.4,3.5,1826.4,0.457,0
Sierra Leone,2004,60.8,8.5,3.6,1862.7,0.462,0
Sierra Leone,2005,60.8,8.6,3.7,1881.2,0.465,0
Sierra Leone,2006,60.9,8.7,3.8,1911.4,0.469,0
Sierra Leone,2007,61.2,8.9,3.9,2133.0,0.476,0
Sierra Leone,2008,61.1,9.0,4.0,1972.5,0.477,0
Sierra Leone,2009,61.5,9.2,4.1,2022.3,0.484,0
Sierra Leone,2010,61.6,9.3,4.2,2052.4,0.488,0
Sierra Leone,2011,61.5,9.3,4.3,2063.1,0.489,0
Sierra Leone,2012,61.7,9.5,4.4,2106.8,0.495,0
Sierra Leone,2013,62.0,9.7,4.5,2159.2,0.502,0
Sierra Leone,2014,61.9,9.7,4.6,2171.6,0.502,0
Sierra Leone,2015,62.1,9.9,4.7,2133.0,0.507,0
Sierra Leone,2016,62.3,10.1,4.8,2256.2,0.513,0
Sierra Leone,2017,62.5,10.2,4.9,2295.3,0.517,0
