Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI
Angola,2011,59.1,10.9,5.6,4074.8,0.547
Angola,2012,59.2,11.0,5.7,4213.7,0.553
Angola,2013,59.3,11.1,5.8,4344.6,0.557
Angola,2014,59.4,11.3,5.9,4492.0,0.562
Angola,2015,59.7,11.5,6.0,4650.4,0.569
Angola,2016,59.5,11.5,6.1,4777.8,0.57
Angola,2017,59.6,11.6,6.2,4934.2,0.575
Angola,2018,59.7,,6.3,5096.4,0.58
Angola,2019,60.0,11.9,6.4,5273.7,0.586
Angola,2020,60.3,12.2,6.6,5465.3,0.593
Angola,2021,60.3,12.2,6.7,5636.7,0.597
Angola,2022,60.4,12.4,6.8,5822.7,0.602
Benin,2003,60.5,9.8,4.0,1535.0,0.471
Benin,2004,60.7,,,1581.0,0.476
Benin,2005,60.7,9.9,4.2,1605.3,0.477
Benin,2006,60.9,10.0,4.3,1659.8,0.482
Benin,2007,61.0,10.1,4.3,1702.1,0.486
Benin,2008,61.3,10.2,4.4,1761.6,0.492
Benin,2009,61.4,10.4,4.5,1812.8,0.497
Benin,2010,61.7,10.5,4.6,1877.3,0.503
Benin,2011,62.0,10.7,4.7,1937.9,0.508
Benin,2012,62.1,10.8,4.8,1995.6,0.513
Benin,2013,62.1,10.8,4.9,2034.6,0.515
Benin,2014,62.3,10.9,5.0,2098.5,0.52
Benin,2015,62.4,10.9,5.0,2145.8,0.522
Benin,2016,62.6,11.1,5.1,2218.5,0.528
Benin,2017,63.0,11.3,5.3,2302.0,0.535
Benin,2018,63.2,11.4,,2376.3,0.541
Benin,2019,63.1,11.4,5.4,2417.5,0.541
Benin,2020,63.3,11.6,5.5,2495.7,0.547
Benin,2021,63.6,11.7,5.6,2575.3,0.552
Benin,2022,63.8,11.8,5.7,2654.5,0.557
Burundi,2003,58.5,6.9,4.2,668.9,0.383
Burundi,2004,58.8,7.1,4.3,695.0,0.39
Burundi,2005,59.0,7.1,4.3,,0.391
Burundi,2006,59.4,7.2,4.4,734.2,0.399
Burundi,2007,59.7,,4.5,757.3,0.404
Burundi,2008,60.1,7.4,4.6,781.4,0.409
Burundi,2009,60.4,7.5,4.6,803.1,0.414
Burundi,2010,60.7,7.7,4.7,831.8,0.42
Burundi,2011,60.8,7.6,4.7,830.1,0.42
Burundi,2012,61.1,7.7,4.8,854.0,0.425
Burundi,2013,61.6,7.9,4.9,898.2,0.433
Burundi,2014,61.6,,4.9,897.2,0.433
Burundi,2015,62.1,8.1,5.1,944.8,0.442
Burundi,2016,62.3,8.1,5.1,957.2,0.444
Burundi,2017,62.8,8.3,5.2,1011.5,0.454
Burundi,2018,63.0,8.3,5.3,1025.8,0.456
Burundi,2019,63.2,8.4,5.3,1049.4,0.459
Burundi,2020,63.7,8.6,5.4,1092.9,0.467
Burundi,2021,63.7,8.5,5.4,1099.9,0.467
Burundi,2022,64.0,8.6,5.5,1132.5,0.472
Chad,2003,53.0,6.6,3.7,1373.0,0.395
Chad,2004,53.4,6.8,3.8,1440.3,0.402
Chad,2005,53.8,7.0,3.9,1515.0,0.41
Chad,2006,53.7,6.9,3.9,1543.5,0.41
Chad,2007,53.7,6.9,3.9,1588.2,0.412
Chad,2008,54.2,7.1,4.0,1673.9,0.42
Chad,2009,54.5,7.3,4.1,1753.4,0.427
Chad,2010,54.8,7.4,,1830.2,0.433
Chad,2011,54.7,7.3,4.2,1869.2,0.433
Chad,2012,55.1,7.5,4.3,1960.2,0.44
Chad,2013,55.2,7.5,4.4,2027.1,0.444
Chad,2014,55.5,,4.4,2110.3,0.449
Chad,2015,55.9,7.9,4.6,2220.5,0.458
Chad,2016,55.7,7.7,4.5,2264.9,0.456
Chad,2017,56.1,7.9,4.7,2371.8,0.464
Chad,2018,56.4,8.0,4.7,2466.7,0.469
Chad,2019,56.6,8.1,4.8,2569.3,
Chad,2020,56.7,8.1,4.9,2659.6,0.477
Chad,2021,57.0,8.2,,2765.8,0.482
Chad,2022,57.1,8.3,5.0,2867.0,0.486
Eritrea,2003,52.4,9.3,3.5,3143.4,0.459
Eritrea,2004,52.5,9.4,3.6,3268.8,0.464
Eritrea,2005,52.7,9.5,3.6,3393.5,0.468
Eritrea,2006,52.9,9.6,3.7,3532.3,0.474
Eritrea,2007,52.7,9.6,3.7,3643.3,0.475
Eritrea,2008,52.9,9.7,3.8,3790.5,0.48
Eritrea,2009,53.2,9.9,3.9,3952.0,0.487
Eritrea,2010,53.2,9.9,4.0,4090.7,0.489
Eritrea,2011,53.4,10.1,4.1,4258.5,0.495
Eritrea,2012,53.3,,4.1,4396.2,0.495
Eritrea,2013,53.9,10.4,4.3,4618.2,0.507
Eritrea,2014,53.8,10.3,4.3,4765.5,0.507
Eritrea,2015,54.0,10.5,4.4,4964.2,0.514
Eritrea,2016,54.0,10.5,4.5,5140.1,0.516
Eritrea,2017,54.2,10.6,4.6,5346.2,0.521
Eritrea,2018,54.5,10.8,4.7,5563.1,0.527
Eritrea,2019,54.6,10.9,4.7,5774.0,0.531
Eritrea,2020,54.6,10.9,4.8,5982.8,0.533
Eritrea,2021,54.7,11.0,4.8,6214.5,0.538
Eritrea,2022,54.9,11.2,5.0,6465.8,0.544
Ethiopia,2003,56.5,8.7,5.7,647.7,0.409
Ethiopia,2004,56.9,8.8,5.9,677.2,0.416
Ethiopia,2005,57.0,8.9,5.9,681.5,0.418
Ethiopia,2006,57.2,9.0,6.0,696.0,0.423
Ethiopia,2007,57.5,9.2,,722.7,0.429
Ethiopia,2008,57.9,9.3,6.3,757.2,0.437
Ethiopia,2009,58.1,9.5,6.4,778.2,0.442
Ethiopia,2010,58.3,9.6,6.4,794.5,0.446
Ethiopia,2011,58.6,9.7,6.5,817.9,0.451
Ethiopia,2012,58.8,9.8,6.6,837.6,0.456
Ethiopia,2013,58.9,9.9,6.7,848.5,0.458
Ethiopia,2014,59.3,10.1,6.8,882.2,0.465
Ethiopia,2015,59.5,10.2,6.9,909.5,0.471
Ethiopia,2016,59.8,10.3,7.0,933.3,0.476
Ethiopia,2017,60.1,10.5,7.1,962.6,0.481
Ethiopia,2018,60.2,10.6,7.2,983.4,0.485
Ethiopia,2019,60.5,10.7,7.3,1006.1,0.489
Ethiopia,2020,60.8,10.8,7.4,1040.3,0.496
Ethiopia,2021,60.9,10.9,7.5,1057.0,0.498
Ethiopia,2022,61.0,11.0,7.6,1076.9,0.502
Gambia,2003,51.9,7.9,3.9,791.7,0.377
Gambia,2004,52.0,8.1,4.0,816.3,0.383
Gambia,2005,52.1,8.2,4.1,824.8,0.385
Gambia,2006,52.2,8.3,,846.9,0.39
Gambia,2007,52.5,8.5,4.4,883.8,0.398
Gambia,2008,,8.6,4.4,889.9,0.4
Gambia,2009,52.6,8.7,4.5,909.2,0.404
Gambia,2010,52.7,8.8,4.7,933.4,0.408
Gambia,2011,52.8,9.0,4.8,953.1,0.412
Gambia,2012,52.9,9.1,,970.2,0.416
Gambia,2013,53.0,9.2,4.9,990.5,0.419
Gambia,2014,53.1,9.3,5.1,1016.6,0.424
Gambia,2015,53.4,9.5,5.2,1057.3,0.431
Gambia,2016,53.4,9.6,5.3,1067.1,0.433
Gambia,2017,53.5,9.8,5.4,1097.3,0.438
Gambia,2018,53.8,9.9,5.5,1132.0,0.444
Gambia,2019,53.8,10.0,5.6,,0.446
Gambia,2020,54.0,10.2,5.7,1185.3,0.452
Gambia,2021,53.9,10.2,5.8,1191.5,0.453
Gambia,2022,54.2,10.4,5.9,1234.2,0.459
Guinea,2003,57.7,9.8,4.5,1607.5,0.469
Guinea,2004,58.2,10.1,4.7,1690.6,0.479
Guinea,2005,58.5,10.3,4.9,1759.4,0.486
Guinea,2006,58.5,10.4,5.0,1808.1,0.49
Guinea,2007,58.6,10.5,5.1,1853.9,0.494
Guinea,2008,58.6,10.6,5.2,1904.6,0.498
Guinea,2009,58.9,10.8,5.3,1977.2,0.505
Guinea,2010,58.8,10.8,5.4,2020.8,0.507
Guinea,2011,59.1,11.1,5.5,2098.6,0.514
Guinea,2012,59.2,11.2,5.6,2164.3,0.519
Guinea,2013,59.4,11.4,5.7,2237.2,0.525
Guinea,2014,59.7,11.6,5.9,2323.6,0.532
Guinea,2015,59.6,11.6,6.0,2371.6,0.533
Guinea,2016,59.6,11.7,6.0,2436.4,0.537
Guinea,2017,59.8,11.9,6.2,2517.4,0.542
Guinea,2018,59.7,11.9,6.2,2578.5,0.545
Guinea,2019,60.0,12.1,6.4,2670.2,0.551
Guinea,2020,60.1,12.3,6.5,2756.6,0.556
Guinea,2021,60.2,12.4,6.6,2841.6,0.561
Guinea,2022,60.4,12.6,6.7,2937.2,0.567
Haiti,2003,59.1,7.6,2.5,2073.7,0.432
Haiti,2004,59.5,7.8,2.6,2127.2,0.44
Haiti,2005,59.5,7.8,2.7,2147.4,0.442
Haiti,2006,,7.9,2.8,2177.2,0.446
Haiti,2007,59.9,8.1,2.9,,0.453
Haiti,2008,60.0,8.2,3.0,2251.3,0.455
Haiti,2009,60.3,8.4,3.1,2302.9,0.462
Haiti,2010,60.3,8.4,3.2,2323.1,0.464
Haiti,2011,60.5,8.6,3.3,2365.8,0.469
Haiti,2012,60.7,8.7,3.4,,0.475
Haiti,2013,60.8,8.8,3.5,2442.3,0.478
Haiti,2014,61.0,9.0,3.6,2491.7,0.483
Haiti,2015,61.1,9.1,3.7,2523.6,0.486
Haiti,2016,61.5,9.3,3.8,2584.9,0.494
Haiti,2017,61.6,9.4,3.9,2622.3,0.498
Haiti,2018,61.4,9.4,3.9,2635.5,0.497
Haiti,2019,61.8,9.6,4.1,2696.8,0.504
Haiti,2020,61.8,9.6,4.1,,0.506
Haiti,2021,62.0,9.8,4.2,,0.512
Haiti,2022,62.2,9.9,4.3,,0.516
Lesotho,2003,59.4,9.8,5.0,1463.0,0.475
Lesotho,2004,59.6,9.9,5.0,1485.7,0.479
Lesotho,2005,59.9,10.1,5.1,1516.5,0.484
Lesotho,2006,60.2,10.2,5.2,1549.2,0.49
Lesotho,2007,60.3,10.2,5.3,1556.0,0.491
Lesotho,2008,60.4,10.3,5.4,1575.1,0.494
Lesotho,2009,60.9,10.5,5.5,1620.8,0.501
Lesotho,2010,61.0,10.6,5.6,1642.8,0.504
Lesotho,2011,61.4,10.7,5.7,1679.1,0.509
Lesotho,2012,61.7,10.9,,1712.4,0.514
Lesotho,2013,61.9,10.9,5.9,1739.5,0.518
Lesotho,2014,62.3,11.2,6.0,1789.3,0.525
Lesotho,2015,62.5,11.2,6.1,1809.4,0.528
Lesotho,2016,62.7,11.3,6.2,1841.0,0.532
Lesotho,2017,,11.5,6.3,1876.6,0.537
Lesotho,2018,63.1,11.5,6.3,1892.0,0.538
Lesotho,2019,63.6,11.7,6.4,1947.3,0.546
Lesotho,2020,63.7,11.8,6.5,1970.3,0.548
Lesotho,2021,64.1,11.9,6.6,2012.5,0.554
Lesotho,2022,64.1,11.9,6.7,2030.5,0.555
Madagascar,2003,57.8,7.6,3.0,2505.2,0.445
Madagascar,2004,57.8,7.6,3.1,2565.5,0.447
Madagascar,2005,58.0,7.8,3.2,2661.1,0.453
Madagascar,2006,58.2,,3.2,2746.7,
Madagascar,2007,58.2,7.9,3.3,2831.4,0.462
Madagascar,2008,58.4,8.0,3.4,2921.1,0.466
Madagascar,2009,58.5,8.1,3.5,3016.0,0.471
Madagascar,2010,58.8,8.3,3.6,,0.479
Madagascar,2011,,8.4,3.7,3224.6,0.481
Madagascar,2012,59.0,8.5,3.8,3336.9,0.487
Madagascar,2013,59.3,8.7,3.9,3458.1,0.493
Madagascar,2014,59.2,8.7,3.9,3549.7,0.494
Madagascar,2015,59.7,8.9,4.1,3703.6,0.504
Madagascar,2016,59.6,8.9,4.1,3795.4,0.505
Madagascar,2017,,9.1,4.3,3946.5,0.513
Madagascar,2018,60.1,9.3,4.4,4079.5,0.518
Madagascar,2019,60.3,9.4,,4221.3,0.524
Madagascar,2020,60.5,9.5,4.5,4356.6,0.528
Madagascar,2021,60.8,9.7,4.7,4523.0,0.536
Madagascar,2022,60.8,9.7,4.7,4655.6,0.538
Malawi,2003,54.5,9.2,5.2,2118.5,0.472
Malawi,2004,54.6,9.3,5.3,2200.9,0.476
Malawi,2005,54.6,9.3,,2277.9,0.478
Malawi,2006,54.7,9.3,5.3,2365.6,0.481
Malawi,2007,54.9,9.4,5.4,2465.8,0.486
Malawi,2008,55.2,9.5,5.5,2577.4,0.492
Malawi,2009,55.1,9.5,5.4,2650.4,0.491
Malawi,2010,55.2,9.5,5.5,2753.1,0.494
Malawi,2011,55.4,9.6,5.5,2878.4,0.5
Malawi,2012,55.6,9.7,5.6,2990.6,0.504
Malawi,2013,55.7,9.7,5.6,3109.7,0.507
Malawi,2014,55.8,9.8,5.7,3232.8,0.511
Malawi,2015,55.9,9.8,5.7,3355.4,0.514
Malawi,2016,56.2,10.0,5.8,3504.9,0.52
Malawi,2017,56.0,9.9,5.7,3611.5,0.519
Malawi,2018,56.2,9.9,5.8,3762.1,0.523
Malawi,2019,56.4,10.0,5.9,3917.9,0.528
Malawi,2020,56.4,10.0,5.9,4056.9,0.529
Malawi,2021,56.7,10.1,5.9,4232.1,0.535
Malawi,2022,57.0,10.3,6.0,4417.3,0.541
Mali,2003,51.6,9.8,5.8,2875.0,0.486
Mali,2004,51.8,10.0,5.9,2985.0,0.492
Mali,2005,52.0,10.1,6.0,3103.9,0.497
Mali,2006,52.2,10.3,6.1,3228.3,0.503
Mali,2007,52.5,10.5,6.3,3366.3,0.51
Mali,2008,52.6,10.5,6.4,3486.8,0.514
Mali,2009,52.9,10.7,6.5,3639.8,0.522
Mali,2010,53.2,10.9,6.7,3794.6,0.529
Mali,2011,53.3,11.0,6.7,3934.1,0.533
Mali,2012,53.5,11.2,6.8,4083.6,0.537
Mali,2013,,11.3,6.9,4236.9,0.542
Mali,2014,54.1,11.5,7.1,4434.7,0.551
Mali,2015,54.0,11.5,7.2,4583.0,0.553
Mali,2016,54.4,11.8,7.3,4786.0,0.562
Mali,2017,54.6,11.9,7.5,4974.0,0.567
Mali,2018,54.7,,7.5,5162.9,0.571
Mali,2019,55.0,12.2,7.7,5368.1,0.577
Mali,2020,55.0,12.2,7.7,5566.0,0.58
Mali,2021,55.4,12.5,7.9,5809.8,0.589
Mali,2022,55.7,12.7,8.0,6043.7,0.595
Mozambique,2003,51.5,6.9,2.5,2413.6,0.401
Mozambique,2004,51.8,7.2,2.6,2495.2,0.409
Mozambique,2005,52.1,7.4,2.8,2578.9,0.417
Mozambique,2006,52.1,7.5,2.9,2625.7,0.419
Mozambique,2007,52.2,7.6,3.0,2692.5,0.424
Mozambique,2008,52.3,7.7,3.1,2761.4,0.429
Mozambique,2009,52.4,7.9,3.2,2835.6,0.435
Mozambique,2010,52.7,8.1,3.4,2925.4,0.443
Mozambique,2011,52.5,8.1,3.4,2965.9,0.442
Mozambique,2012,53.0,8.4,3.6,3081.6,0.453
Mozambique,2013,52.8,8.4,3.7,3132.3,0.454
Mozambique,2014,53.1,8.6,3.8,3226.3,0.46
Mozambique,2015,53.2,,3.9,3309.2,0.465
Mozambique,2016,53.4,8.9,4.1,3406.2,0.472
Mozambique,2017,53.3,9.0,4.1,3473.4,0.474
Mozambique,2018,53.6,9.2,4.3,3585.4,0.482
Mozambique,2019,53.9,9.4,4.4,3694.8,0.489
Mozambique,2020,53.7,9.4,4.5,3757.2,0.489
Mozambique,2021,54.0,9.6,,3871.5,0.496
Mozambique,2022,54.0,9.8,4.7,3964.3,0.5
Niger,2003,61.8,7.2,5.3,3232.1,0.502
Niger,2004,62.0,7.2,5.3,3345.2,0.506
Niger,2005,62.3,7.3,5.4,3477.6,0.512
Niger,2006,62.8,7.5,5.5,3630.1,0.52
Niger,2007,63.1,7.6,5.6,3775.5,0.526
Niger,2008,63.4,7.7,5.7,3918.5,
Niger,2009,63.6,7.8,5.8,4059.9,0.535
Niger,2010,63.7,7.8,5.8,4202.1,0.538
Niger,2011,64.1,8.0,5.9,4376.7,0.546
Niger,2012,64.6,8.2,6.0,4561.3,0.553
Niger,2013,64.8,8.2,6.1,4727.3,0.557
Niger,2014,65.0,8.3,,4901.2,0.562
Niger,2015,65.4,8.4,6.3,5098.8,0.568
Niger,2016,65.5,8.4,6.3,5276.4,0.571
Niger,2017,65.8,8.6,6.4,5486.2,0.577
Niger,2018,66.1,8.6,6.5,5694.4,0.582
Niger,2019,66.5,8.8,6.6,5930.1,0.59
Niger,2020,66.8,8.9,6.7,6161.2,0.596
Niger,2021,67.0,9.0,6.7,6390.0,0.6
Niger,2022,67.3,9.1,6.8,6629.5,0.604
Rwanda,2003,51.3,8.2,4.8,937.2,0.398
Rwanda,2004,51.6,8.4,5.0,977.8,0.406
Rwanda,2005,51.8,8.5,5.1,1000.3,0.411
Rwanda,2006,51.8,8.6,5.1,1002.0,0.412
Rwanda,2007,51.9,8.7,5.2,1011.7,0.414
Rwanda,2008,52.3,8.9,5.4,1063.3,0.424
Rwanda,2009,52.3,9.0,5.5,1069.8,0.426
Rwanda,2010,52.7,9.2,5.6,1108.5,0.433
Rwanda,2011,52.6,9.2,5.7,1105.4,0.433
Rwanda,2012,53.0,9.5,5.9,1159.0,0.442
Rwanda,2013,53.0,9.5,5.9,1163.5,0.443
Rwanda,2014,53.4,9.8,6.1,1209.1,0.451
Rwanda,2015,53.5,9.9,6.2,1228.6,0.454
Rwanda,2016,53.6,10.0,6.3,1246.2,0.457
Rwanda,2017,53.8,10.2,6.4,1279.6,0.463
Rwanda,2018,54.1,10.3,6.5,1319.0,0.469
Rwanda,2019,54.2,10.5,6.6,1342.4,0.473
Rwanda,2020,54.4,10.6,6.8,1377.0,0.478
Rwanda,2021,54.8,10.8,6.9,1421.4,0.485
Rwanda,2022,54.6,10.8,6.9,1417.1,0.484
Senegal,2003,56.8,9.2,3.5,1638.0,0.447
Senegal,2004,56.9,9.3,3.6,1680.4,0.45
Senegal,2005,57.2,9.4,3.7,1743.8,0.457
Senegal,2006,57.2,9.4,3.7,1778.0,0.458
Senegal,2007,57.9,9.7,3.9,1884.5,0.47
Senegal,2008,58.0,9.8,4.0,1937.4,0.473
Senegal,2009,58.4,10.0,4.1,2018.0,0.481
Senegal,2010,58.6,10.1,4.2,2088.8,0.486
Senegal,2011,59.0,10.3,4.4,2173.8,0.493
Senegal,2012,59.3,10.4,4.5,2263.3,0.501
Senegal,2013,59.6,,4.6,2343.3,0.506
Senegal,2014,59.9,10.7,4.7,2437.8,0.513
Senegal,2015,60.3,10.9,4.9,2534.2,0.52
Senegal,2016,60.4,10.9,4.9,2612.0,0.524
Senegal,2017,60.7,11.1,5.0,2708.6,0.529
Senegal,2018,61.1,11.3,5.2,2824.3,0.538
Senegal,2019,61.4,11.4,5.3,2930.3,0.544
Senegal,2020,61.7,11.6,5.4,3036.4,0.549
Senegal,2021,,11.6,5.5,3132.6,0.553
Senegal,2022,62.2,11.8,5.6,3263.7,0.561
Sierra Leone,2003,60.6,8.4,3.5,1826.4,0.457
Sierra Leone,2004,60.8,8.5,3.6,1862.7,0.462
Sierra Leone,2005,60.8,8.6,3.7,1881.2,0.465
Sierra Leone,2006,60.9,8.7,3.8,1911.4,0.469
Sierra Leone,2007,61.2,8.9,3.9,,0.476
Sierra Leone,2008,61.1,9.0,4.0,1972.5,0.477
Sierra Leone,2009,61.5,9.2,4.1,2022.3,0.484
Sierra Leone,2010,61.6,9.3,4.2,2052.4,0.488
Sierra Leone,2011,61.5,9.3,4.3,2063.1,0.489
Sierra Leone,2012,61.7,9.5,4.4,2106.8,0.495
Sierra Leone,2013,62.0,9.7,4.5,2159.2,0.502
Sierra Leone,2014,61.9,9.7,4.6,2171.6,0.502
Sierra Leone,2015,62.1,9.9,4.7,,0.507
Sierra Leone,2016,62.3,10.1,4.8,2256.2,0.513
Sierra Leone,2017,62.5,10.2,4.9,2295.3,0.517
Sierra Leone,2018,62.5,10.3,5.0,2321.4,0.52
Sierra Leone,2019,62.6,10.4,5.1,2355.0,0.523
Sierra Leone,2020,62.9,10.6,5.2,2412.8,0.53
Sierra Leone,2021,63.1,10.8,,2454.2,0.535
Sierra Leone,2022,63.1,10.8,5.4,2485.4,0.538
Sudan,2003,51.7,8.3,4.9,1069.3,0.41
Sudan,2004,52.2,8.6,5.1,1130.6,0.42
Sudan,2005,52.4,8.7,5.2,1171.1,0.426
Sudan,2006,52.6,8.9,5.4,1209.6,0.431
Sudan,2007,52.7,9.0,5.4,1243.3,0.436
Sudan,2008,52.9,9.1,5.5,1276.3,0.44
Sudan,2009,52.9,9.2,5.6,1307.2,0.443
Sudan,2010,53.4,9.4,5.8,1377.8,0.453
Sudan,2011,53.7,9.6,5.9,1434.5,0.46
Sudan,2012,53.9,9.8,6.1,1482.8,0.465
Sudan,2013,54.1,9.9,6.2,1531.8,0.47
Sudan,2014,54.2,10.0,6.3,1575.5,0.474
Sudan,2015,54.6,,6.4,1641.6,0.482
Sudan,2016,54.8,10.3,6.5,1696.2,0.487
Sudan,2017,54.9,10.4,6.6,1741.0,0.49
Sudan,2018,55.2,10.6,6.7,1812.2,0.497
Sudan,2019,55.3,10.7,6.8,1862.4,0.501
Sudan,2020,55.6,10.9,7.0,1937.6,0.508
Sudan,2021,55.6,11.0,7.0,1985.9,0.511
Sudan,2022,55.9,11.1,7.2,2055.7,0.517
Togo,2003,61.7,9.4,4.9,2697.5,0.514
Togo,2004,62.0,9.6,5.0,2783.3,0.52
Togo,2005,62.4,9.7,5.1,2875.1,0.527
Togo,2006,62.7,9.8,5.2,2959.9,0.532
Togo,2007,62.9,9.9,5.3,3034.3,0.535
Togo,2008,63.2,10.0,5.4,3124.7,0.54
Togo,2009,63.3,10.0,5.4,3201.0,0.543
Togo,2010,63.8,10.2,5.5,3306.1,0.549
Togo,2011,64.2,10.3,5.6,3414.7,0.556
Togo,2012,64.4,10.4,5.7,3510.5,0.56
Togo,2013,64.7,10.5,5.8,3611.6,0.565
Togo,2014,65.0,10.6,5.8,3711.9,0.569
Togo,2015,65.2,10.7,5.9,3819.3,0.574
Togo,2016,65.5,10.8,6.0,,0.578
Togo,2017,65.9,10.9,6.1,4051.3,0.585
Togo,2018,66.1,11.0,6.2,4166.0,0.589
Togo,2019,66.4,11.1,6.2,,0.594
Togo,2020,66.6,11.2,6.3,4401.9,0.597
Togo,2021,66.8,11.2,6.3,4513.6,0.6
Togo,2022,67.4,11.4,6.5,4677.9,0.609
Uganda,2003,52.4,9.5,3.0,1491.9,0.42
Uganda,2004,52.8,9.7,3.2,1539.4,0.427
Uganda,2005,53.1,9.8,3.3,1576.9,0.433
Uganda,2006,53.5,10.0,3.4,1620.0,0.439
Uganda,2007,53.6,10.0,3.4,1637.0,0.44
Uganda,2008,53.8,10.1,3.5,1666.3,0.444
Uganda,2009,54.0,10.2,3.6,1699.9,0.448
Uganda,2010,54.3,10.3,3.7,1736.9,0.453
Uganda,2011,54.8,10.5,3.8,1799.3,0.461
Uganda,2012,54.8,10.5,3.9,1811.4,0.462
Uganda,2013,55.3,10.8,4.0,1879.4,0.471
Uganda,2014,55.4,10.8,4.1,1900.1,0.472
Uganda,2015,55.7,10.9,4.2,1944.4,0.477
Uganda,2016,56.0,11.0,4.3,1993.2,0.483
Uganda,2017,56.2,11.1,4.3,2032.0,0.486
Uganda,2018,56.7,,4.5,2093.8,
Uganda,2019,,11.5,4.6,2148.9,0.5
Uganda,2020,57.0,11.5,4.6,2171.7,0.501
Uganda,2021,57.3,11.6,4.7,2222.4,0.506
Uganda,2022,57.6,11.7,4.8,2274.6,0.511
Yemen,2003,55.1,9.8,4.7,2543.2,0.484
Yemen,2004,55.3,9.9,4.8,2628.4,0.489
Yemen,2005,55.3,9.9,4.9,2697.0,0.491
Yemen,2006,55.4,10.0,4.9,2780.5,0.495
Yemen,2007,55.7,10.2,5.0,2879.4,0.501
Yemen,2008,55.8,10.3,5.1,2964.1,0.505
Yemen,2009,56.0,10.4,5.2,3056.3,0.509
Yemen,2010,56.0,10.4,5.2,,0.512
Yemen,2011,56.2,10.5,5.3,3244.8,0.516
Yemen,2012,56.3,10.6,5.4,3337.9,0.519
Yemen,2013,56.6,10.8,5.5,3459.2,0.526
Yemen,2014,56.8,10.9,5.6,3566.9,0.53
Yemen,2015,56.6,10.8,5.6,3647.7,0.53
Yemen,2016,56.8,11.0,5.7,3769.8,0.535
Yemen,2017,56.9,11.0,5.7,3880.5,0.538
Yemen,2018,57.1,11.2,5.8,4009.0,0.544
Yemen,2019,57.3,11.3,5.9,4138.4,0.548
Yemen,2020,57.3,11.3,6.0,4252.2,0.55
Yemen,2021,57.5,11.4,6.0,4388.9,0.555
Yemen,2022,57.7,11.5,6.1,4523.6,0.559
Zambia,2003,58.2,9.9,4.6,825.2,0.432
Zambia,2004,58.4,9.9,4.7,829.0,0.433
Zambia,2005,59.0,10.1,,866.3,0.442
Zambia,2006,59.2,10.2,4.8,878.1,0.445
Zambia,2007,59.5,10.3,4.9,892.2,0.448
Zambia,2008,59.8,10.3,5.0,905.3,0.452
Zambia,2009,59.8,10.3,5.0,894.5,0.45
Zambia,2010,60.3,10.5,5.1,934.9,0.459
Zambia,2011,60.6,10.6,5.1,947.8,0.462
Zambia,2012,60.7,10.5,5.1,941.8,0.462
Zambia,2013,61.1,10.7,,971.2,0.468
Zambia,2014,61.4,10.8,5.3,992.5,0.472
Zambia,2015,61.9,10.9,5.4,1023.1,0.479
Zambia,2016,62.1,11.0,5.5,,0.481
Zambia,2017,62.2,11.0,5.5,1032.1,0.481
Zambia,2018,62.7,11.2,5.6,1075.3,0.49
Zambia,2019,62.9,11.2,5.6,1076.7,0.49
Zambia,2020,63.1,11.2,5.7,1091.9,0.494
Zambia,2021,63.4,11.3,5.8,1109.6,0.497
Zambia,2022,63.6,11.3,5.8,1115.5,0.499
Zimbabwe,2003,61.5,7.9,5.4,1146.5,0.455
Zimbabwe,2004,61.8,7.9,5.5,1181.5,0.459
Zimbabwe,2005,62.1,8.0,,1223.1,0.464
Zimbabwe,2006,62.4,8.1,5.6,1256.0,0.467
Zimbabwe,2007,62.7,8.1,5.6,1298.5,0.472
Zimbabwe,2008,63.1,8.2,5.7,,0.478
Zimbabwe,2009,63.3,8.2,5.7,1379.4,0.48
Zimbabwe,2010,63.4,,5.7,1411.8,0.482
Zimbabwe,2011,64.1,8.5,5.9,1490.8,0.492
Zimbabwe,2012,64.3,8.5,5.9,1533.9,0.496
Zimbabwe,2013,64.4,8.4,5.9,1555.6,0.496
Zimbabwe,2014,64.9,,,1625.3,0.503
Zimbabwe,2015,65.0,8.6,6.0,1664.8,0.505
Zimbabwe,2016,65.4,8.7,6.1,1725.6,0.511
Zimbabwe,2017,65.7,8.8,6.1,1780.7,0.515
Zimbabwe,2018,65.9,8.8,6.2,1832.0,0.519
Zimbabwe,2019,66.2,8.8,6.2,1884.9,0.522
Zimbabwe,2020,66.5,8.9,6.2,1946.0,0.526
Zimbabwe,2021,66.8,8.9,6.3,2005.9,0.53
Zimbabwe,2022,67.1,9.0,6.3,2070.8,0.535
